text,label
I couldn't hear the lecture because of the air conditioner noise.,noise
Unintelligible murmurs about projector humming kept interfering.,noise
The inaudible murmurs was too distracting during the session.,noise
Someone was ambient noise—it was impossible to hear anything.,noise
Someone was random whispers—it was impossible to hear anything.,noise
I couldn't hear the lecture because of the outside honking.,noise
"For databases to work, we need to understand data structures first.",sound
The echo from ambient noise made the voice unclear.,noise
"Next, we'll explore how artificial intelligence works in quantum computing scenarios.",sound
Background sounds of late arrivals disrupted the lecture.,noise
"Next, we'll explore how sensors and actuators works in software engineering scenarios.",sound
Real-world examples of gradient descent include neural networks.,sound
The echo from phone ringing made the voice unclear.,noise
Unintelligible murmurs about coughing and sneezing kept interfering.,noise
Someone was random whispers—it was impossible to hear anything.,noise
Let's calculate the quantum computing using the formula provided.,sound
"Next, we'll explore how space complexity works in network protocols scenarios.",sound
I couldn't hear the lecture because of the static noises.,noise
Let's calculate the computer vision using the formula provided.,sound
"For wireless communication to work, we need to understand encryption algorithms first.",sound
Real-world examples of space complexity include parallel processing.,sound
The application of time complexity analysis in decision trees is critical for this field.,sound
The coughing and sneezing was too distracting during the session.,noise
The ambient noise was too distracting during the session.,noise
"Remember, gradient descent is a key concept in topic modeling.",sound
The mic feedback was too distracting during the session.,noise
Can anyone explain the principle of microcontrollers?,sound
The door slamming was too distracting during the session.,noise
Can someone mute the random laughter? It's really loud.,noise
"Uh, like, there was some mic feedback in the background.",noise
Can someone mute the chair scraping? It's really loud.,noise
The concept of agile methodologies is essential for understanding finite state machines.,sound
"In today's lecture, we will discuss support vector machines in detail.",sound
Can someone mute the background chatter? It's really loud.,noise
Ambient noises like echoing sound were very distracting.,noise
Real-world examples of linear regression include natural language processing.,sound
Can someone mute the inaudible murmurs? It's really loud.,noise
The application of multi-threading in semantic analysis is critical for this field.,sound
Ambient noises like phone ringing were very distracting.,noise
Real-world examples of linear regression include time complexity analysis.,sound
The phone ringing was too distracting during the session.,noise
